,content_id,part,content_questions,mean_content_accuracy,mean_prior_question_had_explanation,mean_prior_question_elapsed_time
6920,6920,6,19400,0.6512887,0.95139176,33370.49
6921,6921,6,19408,0.5619848,0.9503298,33416.777
6922,6922,6,19401,0.84413177,0.95093036,33482.164
6923,6923,6,19398,0.8201361,0.9507681,33377.633
6924,6924,6,16788,0.5328806,0.9581249,33354.004
6925,6925,6,16793,0.5824451,0.9540285,33236.324
6926,6926,6,16790,0.91614056,0.95384157,33355.074
6927,6927,6,16795,0.64697826,0.9543912,33382.727
6928,6928,7,1034,0.7572534,0.9516441,51291.203
6929,6929,7,1034,0.7398453,0.95357835,52370.293
6930,6930,7,1034,0.44777563,0.9497099,50991.33
6931,6931,7,1831,0.68104863,0.9470235,52348.496
6932,6932,7,1831,0.74822503,0.9459312,51880.69
6933,6933,7,1831,0.66794103,0.95084655,52657.254
6934,6934,7,1616,0.6299505,0.9467822,50029.566
6935,6935,7,1616,0.78898513,0.9542079,50421.938
6936,6936,7,1616,0.7716584,0.95606434,50624.09
6937,6937,7,3196,0.8138298,0.96307886,53345.758
6938,6938,7,3196,0.7922403,0.96714646,53487.79
6939,6939,7,3197,0.36252737,0.9690335,53889.66
6940,6940,7,9388,0.6714955,0.9433319,53302.883
6941,6941,7,9388,0.86663824,0.9435449,53130.863
6942,6942,7,9389,0.733731,0.944616,52801.965
6943,6943,7,9389,0.79018,0.9456811,52965.027
6944,6944,7,9389,0.74193203,0.9421664,53181.906
6945,6945,7,2595,0.5240848,0.9618497,51173.254
6946,6946,7,2595,0.8362235,0.9618497,51404.973
6947,6947,7,2595,0.7194605,0.95799613,50985.22
6948,6948,7,2595,0.72447014,0.95606935,51862.887
6949,6949,7,2881,0.66886497,0.9684138,51211.52
6950,6950,7,2880,0.540625,0.9684028,50703.594
6951,6951,7,2881,0.40124956,0.9673724,50228.766
6952,6952,7,2880,0.5361111,0.9652778,50772.652
6953,6953,7,2563,0.76004684,0.9551307,48210.65
6954,6954,7,2563,0.43503708,0.9516192,48780.0
6955,6955,7,2563,0.939524,0.9527897,48449.18
6956,6956,7,2563,0.7920406,0.9547405,49442.24
6957,6957,7,1589,0.88986784,0.940214,51169.984
6958,6958,7,1589,0.780365,0.94210196,49811.508
6959,6959,7,1589,0.72183764,0.94147265,49672.098
6960,6960,7,1589,0.7230963,0.94147265,49934.418
6961,6961,7,5130,0.51384014,0.94385964,54205.445
6962,6962,7,5130,0.5826511,0.94697857,53284.387
6963,6963,7,5130,0.81423,0.94541913,53421.113
6964,6964,7,5130,0.55068225,0.94522417,53543.75
6965,6965,7,5130,0.58518517,0.9446394,53972.562
6966,6966,7,5434,0.5980861,0.94755244,52792.977
6967,6967,7,5433,0.6180747,0.9521443,52206.363
6968,6968,7,5433,0.8724462,0.9501196,51905.59
6969,6969,7,5433,0.68893796,0.94901526,52299.78
6970,6970,7,5433,0.90704954,0.9479109,52190.188
6971,6971,7,3153,0.58103395,0.9422772,55765.934
6972,6972,7,3153,0.7687916,0.9394228,55072.348
6973,6973,7,3153,0.6771329,0.9365683,55774.19
6974,6974,7,3153,0.2781478,0.9413257,55201.652
6975,6975,7,3153,0.6701554,0.93625116,55297.234
6976,6976,7,13549,0.54225403,0.9308436,55382.066
6977,6977,7,13548,0.7223206,0.93179804,54827.13
6978,6978,7,13548,0.62297016,0.93113375,54750.348
6979,6979,7,13548,0.89068496,0.9328314,55024.56
6980,6980,7,13548,0.91615,0.9303218,55093.105
6981,6981,7,4633,0.8618606,0.9399957,50931.277
6982,6982,7,4633,0.7206993,0.94150656,51174.3
6983,6983,7,4633,0.8402763,0.9456076,51120.28
6984,6984,7,4633,0.7265271,0.94625515,51207.473
6985,6985,7,4633,0.8862508,0.9421541,51079.43
6986,6986,7,10954,0.82280445,0.9522549,52025.883
6987,6987,7,10954,0.799434,0.95362425,52271.94
6988,6988,7,10954,0.63136756,0.95161587,51979.02
6989,6989,7,10954,0.8541172,0.9529852,51987.273
6990,6990,7,10954,0.67117035,0.95462847,51968.023
6991,6991,7,3215,0.503577,0.9511664,50702.664
6992,6992,7,3215,0.82986003,0.95521,50511.73
6993,6993,7,3215,0.42768273,0.9539658,50602.867
6994,6994,7,3215,0.9272162,0.9533437,50693.914
6995,6995,7,3215,0.6982893,0.9524106,50778.258
6996,6996,7,4340,0.9276498,0.96428573,52675.406
6997,6997,7,4340,0.343318,0.9608295,52655.3
6998,6998,7,4339,0.47245908,0.9633556,52004.414
6999,6999,7,4340,0.94124424,0.9629032,52315.254
7000,7000,7,4340,0.78847927,0.9612903,52744.605
7001,7001,7,3915,0.856705,0.95300126,51165.043
7002,7002,7,3915,0.8209451,0.9517241,50963.285
7003,7003,7,3915,0.7412516,0.9496807,51169.62
7004,7004,7,3915,0.5614304,0.9547893,50966.535
7005,7005,7,3915,0.3277139,0.9514687,51162.758
7006,7006,7,8573,0.60352266,0.94529337,54004.293
7007,7007,7,8572,0.75233316,0.9456369,53633.94
7008,7008,7,8572,0.7335511,0.9484368,53245.535
7009,7009,7,8572,0.7451003,0.9458703,53508.125
7010,7010,7,8600,0.6698837,0.9497675,53750.344
7011,7011,7,3013,0.503153,0.9532028,51106.562
7012,7012,7,3017,0.5452436,0.951939,51805.87
7013,7013,7,3017,0.6818031,0.95691085,52842.703
7014,7014,7,3032,0.64742744,0.95580477,53218.35
7015,7015,7,2823,0.7045696,0.9532412,48118.26
7016,7016,7,2741,0.89237505,0.9554907,47029.785
7017,7017,7,2741,0.5381248,0.95184237,46753.707
7018,7018,7,2741,0.5432324,0.9514776,46811.953
7019,7019,7,1986,0.7296072,0.94662637,46889.234
7020,7020,7,1986,0.9325277,0.94864047,46774.074
7021,7021,7,1986,0.55639476,0.9511581,46918.035
7022,7022,7,1986,0.7573011,0.9420947,46956.89
7023,7023,7,2478,0.63640034,0.96045196,48513.93
7024,7024,7,2478,0.90960455,0.9576271,47958.895
7025,7025,7,2478,0.8325262,0.9564165,48601.234
7026,7026,7,2479,0.86526823,0.96329165,47789.97
7027,7027,7,937,0.77267873,0.9626467,51081.746
7028,7028,7,937,0.6467449,0.95410883,49893.0
7029,7029,7,1051,0.60133207,0.9647954,47121.727
7030,7030,7,1051,0.81636536,0.95528066,48230.145
7031,7031,7,1573,0.9230769,0.9745709,48118.363
7032,7032,7,1573,0.439288,0.96948504,47165.438
7033,7033,7,1149,0.6362054,0.95996517,43074.965
7034,7034,7,1150,0.85130435,0.9547826,44705.61
7035,7035,7,1195,0.8702929,0.97154814,47204.83
7036,7036,7,1195,0.70711297,0.97154814,47925.305
7037,7037,7,1214,0.9233937,0.96293247,51880.293
7038,7038,7,1214,0.70757824,0.961285,51702.88
7039,7039,7,845,0.835503,0.9621302,44735.375
7040,7040,7,845,0.8390533,0.95384616,44599.805
7041,7041,7,671,0.93740684,0.95976156,42832.03
7042,7042,7,671,0.8941878,0.97019374,41793.223
7043,7043,7,1454,0.8046768,0.9676754,47282.234
7044,7044,7,1455,0.6714777,0.95670104,47603.676
7045,7045,7,3005,0.78069884,0.9414309,49749.184
7046,7046,7,3006,0.78942114,0.9451098,49880.215
7047,7047,7,3005,0.79567385,0.94608986,49937.945
7048,7048,7,3005,0.7544093,0.94742095,50029.676
7049,7049,7,3005,0.7903494,0.94009984,50371.016
7050,7050,7,1026,0.7017544,0.95614034,46970.125
7051,7051,7,1026,0.7534113,0.95808965,46386.297
7052,7052,7,773,0.8602846,0.9598965,44134.508
7053,7053,7,773,0.78913325,0.96507114,43691.33
7054,7054,7,688,0.7979651,0.9563953,43174.492
7055,7055,7,688,0.90552324,0.9593023,42528.863
7056,7056,7,932,0.8133047,0.9517167,45278.355
7057,7057,7,932,0.9002146,0.95922744,47290.793
7058,7058,7,1135,0.95154184,0.96387666,44342.895
7059,7059,7,1135,0.75154185,0.97180617,45203.81
7060,7060,7,1863,0.9232421,0.9624262,46942.13
7061,7061,7,1863,0.83467525,0.95598495,46055.1
7062,7062,7,1863,0.5689748,0.96188945,46297.348
7063,7063,7,1199,0.86572146,0.95162636,58518.258
7064,7064,7,1199,0.85154295,0.9466222,59145.203
7065,7065,7,1456,0.87156594,0.9629121,45864.156
7066,7066,7,1456,0.92513734,0.96497256,44377.88
7067,7067,7,1149,0.87119234,0.9564839,48181.812
7068,7068,7,1149,0.9033943,0.95561355,48405.742
7069,7069,7,1149,0.7293298,0.95735425,47490.234
7070,7070,7,2403,0.64752394,0.9650437,44565.023
7071,7071,7,2404,0.9384359,0.96297836,45396.812
7072,7072,7,2403,0.9483978,0.9696213,44362.035
7073,7073,7,2864,0.9099162,0.9598464,51361.74
7074,7074,7,2864,0.713338,0.9546089,51096.195
7075,7075,7,2863,0.79287463,0.9580859,51438.516
7076,7076,7,2864,0.5422486,0.96194136,51428.344
7077,7077,7,1679,0.86837405,0.9458011,47120.61
7078,7078,7,1679,0.77665275,0.9458011,46556.684
7079,7079,7,1679,0.9285289,0.94222754,47629.895
7080,7080,7,1679,0.55926144,0.9368672,47029.113
7081,7081,7,2132,0.5267355,0.94512194,49661.402
7082,7082,7,2132,0.62757975,0.94606006,49559.57
7083,7083,7,2132,0.78001875,0.9418386,49708.273
7084,7084,7,2132,0.847561,0.9441839,50055.117
7085,7085,7,6328,0.55689,0.9571745,50225.33
7086,7086,7,6328,0.77038556,0.9538559,50072.883
7087,7087,7,6327,0.6913229,0.95653546,50168.504
7088,7088,7,6327,0.9350403,0.9547969,50232.59
7089,7089,7,6327,0.5422791,0.95542914,49960.375
7090,7090,7,13623,0.8255157,0.9348895,54835.953
7091,7091,7,13623,0.79644716,0.9322469,54751.574
7092,7092,7,13622,0.6026281,0.9352518,54622.133
7093,7093,7,13621,0.7878276,0.93289775,54689.723
7094,7094,7,13621,0.86667645,0.93568754,54839.703
7095,7095,7,7612,0.37480295,0.95401996,52261.04
7096,7096,7,7611,0.77335435,0.9495467,52439.383
7097,7097,7,7610,0.6852825,0.9532195,52474.145
7098,7098,7,7611,0.77427405,0.9538825,52605.33
7099,7099,7,7611,0.54066485,0.9508606,52749.9
7100,7100,7,5828,0.835278,0.9553878,51043.527
7101,7101,7,5828,0.8411119,0.9555594,51149.52
7102,7102,7,5827,0.4806933,0.95761114,51212.6
7103,7103,7,5828,0.8045642,0.9564173,51127.37
7104,7104,7,5828,0.87354153,0.9564173,50874.12
7105,7105,7,2180,0.7298165,0.9522936,50427.117
7106,7106,7,2181,0.64053184,0.95460796,50582.605
7107,7107,7,2179,0.73933,0.95502526,51214.387
7108,7108,7,2181,0.58688676,0.9527739,50497.54
7109,7109,7,1988,0.8249497,0.9512072,49901.562
7110,7110,7,1988,0.61619717,0.9532193,50336.38
7111,7111,7,1989,0.74962294,0.95424837,49895.766
7112,7112,7,1989,0.8280543,0.9497235,50472.785
7113,7113,7,3057,0.703631,0.95878315,50451.184
7114,7114,7,3056,0.904123,0.9646597,50561.41
7115,7115,7,3056,0.2889398,0.9656414,50492.46
7116,7116,7,3056,0.66753924,0.9584424,50655.64
7117,7117,7,3899,0.71146446,0.9646063,51958.047
7118,7118,7,3900,0.63641024,0.9612821,51812.81
7119,7119,7,3901,0.58907974,0.9566778,52248.23
7120,7120,7,3900,0.7702564,0.9576923,51844.56
7121,7121,7,3856,0.75389004,0.9603216,53406.586
7122,7122,7,3856,0.22406639,0.95928425,53024.434
7123,7123,7,3856,0.6690871,0.95798755,52992.23
7124,7124,7,3856,0.6677905,0.96006227,53066.43
7125,7125,7,1308,0.90443426,0.96636087,49505.477
7126,7126,7,1308,0.71941894,0.9640673,51053.465
7127,7127,7,713,0.828892,0.9537167,45294.42
7128,7128,7,713,0.89060307,0.95792425,45885.934
7129,7129,7,1213,0.9233306,0.94971144,46254.887
7130,7130,7,1213,0.80873865,0.9521847,46734.215
7131,7131,7,1213,0.9035449,0.94229186,47101.902
7132,7132,7,604,0.8857616,0.95364237,46444.516
7133,7133,7,604,0.93543047,0.96357614,45755.69
7134,7134,7,2467,0.8338062,0.9590596,51704.832
7135,7135,7,2467,0.57073367,0.9614917,51859.09
7136,7136,7,2468,0.5790113,0.9647488,52182.316
7137,7137,7,22,0.5,1.0,54689.316
7138,7138,7,22,0.8636364,1.0,58681.637
7139,7139,7,23,0.95652175,1.0,57847.566
7140,7140,7,6211,0.68700695,0.95701176,54151.105
7141,7141,7,6211,0.42199323,0.9586218,53858.133
7142,7142,7,6211,0.8140396,0.9594268,53946.42
7143,7143,7,6211,0.51972306,0.96119785,54251.38
7144,7144,7,6211,0.51666397,0.96039283,54325.12
7145,7145,7,11879,0.93231755,0.9499958,53681.473
7146,7146,7,11879,0.63136625,0.9503325,53689.31
7147,7147,7,11879,0.62404245,0.9499958,53477.316
7148,7148,7,11880,0.5633838,0.94949496,53749.727
7149,7149,7,11878,0.92961776,0.9490655,53823.086
7150,7150,7,8771,0.8000228,0.9508608,55331.863
7151,7151,7,8770,0.6233751,0.9490308,54749.633
7152,7152,7,8771,0.60084367,0.95245695,54794.09
7153,7153,7,3822,0.57953954,0.9518577,51361.023
7154,7154,7,3822,0.5345369,0.9518577,51092.016
7155,7155,7,3822,0.6182627,0.95709056,51405.61
7156,7156,7,3823,0.79387915,0.95187026,51726.98
7157,7157,7,3822,0.65881735,0.95604396,51657.71
7158,7158,7,1670,0.70598805,0.9754491,55244.363
7159,7159,7,1672,0.5998804,0.9754785,55334.594
7160,7160,7,1636,0.55012226,0.9621027,52797.074
7161,7161,7,1637,0.56261456,0.9609041,52240.902
7162,7162,7,965,0.8601036,0.9626943,43492.754
7163,7163,7,965,0.653886,0.9637306,43474.043
7164,7164,7,1367,0.6759327,0.9758595,49151.555
7165,7165,7,1368,0.82894737,0.96856725,48709.516
7166,7166,7,1395,0.8200717,0.95268816,48117.402
7167,7167,7,1394,0.8852224,0.9519369,46518.492
7168,7168,7,509,0.90569746,0.9233792,55922.082
7169,7169,7,509,0.502947,0.9253438,55092.906
7170,7170,7,509,0.5540275,0.913556,55893.855
7171,7171,7,509,0.66994107,0.91159135,55988.33
7172,7172,7,509,0.8113949,0.90373284,54417.926
7173,7173,7,3921,0.54297376,0.95230806,50430.11
7174,7174,7,3921,0.800306,0.95689875,50438.72
7175,7175,7,3921,0.8372864,0.9553685,50056.086
7176,7176,7,3921,0.4297373,0.9579189,50311.945
7177,7177,7,3921,0.63274676,0.9558786,50132.48
7178,7178,7,4854,0.7056036,0.9682736,53442.016
7179,7179,7,4854,0.8485785,0.9651834,53214.92
7180,7180,7,4854,0.34260404,0.96353525,52678.7
7181,7181,7,2458,0.83034986,0.96582586,55765.18
7182,7182,7,2458,0.5740439,0.9601302,55045.668
7183,7183,7,2460,0.4894309,0.95731705,55025.29
7184,7184,7,3964,0.61730576,0.33072653,52104.305
7185,7185,7,3964,0.87537843,0.3292129,51829.727
7186,7186,7,3964,0.5244702,0.33047426,51282.977
7187,7187,7,1943,0.8733917,0.95882654,49310.43
7188,7188,7,1943,0.53731346,0.95882654,49496.754
7189,7189,7,1943,0.6037056,0.95265055,49679.63
7190,7190,7,7614,0.5187812,0.9581035,56170.66
7191,7191,7,7616,0.76391804,0.9560137,55996.145
7192,7192,7,7616,0.3911502,0.958771,56591.137
7193,7193,7,7615,0.46749836,0.9570584,55996.12
7194,7194,7,7615,0.29481286,0.95732105,56467.684
7195,7195,7,67,0.92537314,0.95522386,50574.613
7196,7196,7,67,0.6567164,0.9402985,52232.312
7197,7197,7,67,0.58208954,0.95522386,50873.36
7198,7198,7,67,0.7761194,0.95522386,50604.45
7199,7199,7,67,0.880597,0.9402985,49637.54
7200,7200,7,1527,0.7439424,0.9377865,48223.69
7201,7201,7,1527,0.8847413,0.9469548,48396.86
7202,7202,7,1527,0.7871644,0.93975115,47825.465
7203,7203,7,1527,0.8768828,0.9410609,48824.63
7204,7204,7,2054,0.8164557,0.9391431,51516.03
7205,7205,7,2054,0.8558909,0.9318403,50573.68
7206,7206,7,2054,0.83398247,0.93963,51406.0
7207,7207,7,2054,0.87341774,0.93330085,51458.71
7208,7208,7,3640,0.80247253,0.9524725,51743.625
7209,7209,7,3641,0.7885196,0.95633066,51557.184
7210,7210,7,3640,0.60934067,0.9568681,51817.36
7211,7211,7,3641,0.33699533,0.95550674,52112.566
7212,7212,7,2772,0.495671,0.95743144,48857.562
7213,7213,7,2772,0.8124098,0.95887446,48239.875
7214,7214,7,2772,0.6984127,0.95743144,48977.863
7215,7215,7,2772,0.6230159,0.959596,48306.63
7216,7216,7,160300,0.41801623,0.07269495,35758.45
7217,7217,7,160300,0.5011416,0.07310044,35100.78
7218,7218,7,160300,0.608665,0.07310044,35124.73
7219,7219,7,160298,0.27142572,0.0723465,35958.05
7220,7220,7,1885,0.8148541,0.9331565,49683.22
7221,7221,7,1885,0.7941645,0.93687004,49594.492
7222,7222,7,1885,0.6758621,0.934748,49508.633
7223,7223,7,1885,0.732626,0.931565,49163.957
7224,7224,7,2425,0.7657732,0.94515467,50609.6
7225,7225,7,2426,0.83924156,0.942704,50567.934
7226,7226,7,2425,0.72,0.94597936,50278.797
7227,7227,7,2425,0.6709278,0.9410309,50958.605
7228,7228,7,2484,0.75281805,0.95450884,52221.062
7229,7229,7,2484,0.78502417,0.95450884,51205.26
7230,7230,7,2485,0.69657946,0.9533199,51357.46
7231,7231,7,2484,0.5563607,0.9573269,51680.477
7232,7232,7,2553,0.7857423,0.947121,50059.25
7233,7233,7,2552,0.5626959,0.9498433,49754.137
7234,7234,7,2553,0.813161,0.9526048,50576.31
7235,7235,7,2552,0.85540754,0.94827586,49734.547
7236,7236,7,2688,0.8645833,0.9501488,52126.043
7237,7237,7,2689,0.76124954,0.9434734,52682.023
7238,7238,7,2689,0.50167346,0.95016736,51935.02
7239,7239,7,2689,0.7381926,0.9490517,52108.52
7240,7240,7,2266,0.8596646,0.9593998,46878.875
7241,7241,7,2266,0.6332745,0.9585172,47072.434
7242,7242,7,2267,0.6210851,0.95941776,47019.965
7243,7243,7,2266,0.8596646,0.95322156,47840.984
7244,7244,7,4621,0.8212508,0.959749,47156.55
7245,7245,7,4621,0.70114696,0.96386063,47301.58
7246,7246,7,4621,0.59770614,0.9610474,47164.52
7247,7247,7,4620,0.70714283,0.96406925,47073.926
7248,7248,7,1146,0.8813264,0.9380454,46873.6
7249,7249,7,1146,0.80977315,0.93630016,46641.965
7250,7250,7,1146,0.8472949,0.93979055,47525.703
7251,7251,7,1146,0.9205934,0.93979055,46207.105
7252,7252,7,1709,0.81041545,0.95084846,49973.2
7253,7253,7,1709,0.7753072,0.94792277,50167.34
7254,7254,7,1709,0.6887069,0.9514336,50049.074
7255,7255,7,1709,0.6190755,0.9555296,50294.992
7256,7256,7,2289,0.9392748,0.9563128,46213.4
7257,7257,7,2289,0.9279161,0.95412844,46248.176
7258,7258,7,2289,0.5338576,0.9593709,46095.65
7259,7259,7,2289,0.7016164,0.9567497,46495.07
7260,7260,7,7926,0.7504416,0.9564724,58807.277
7261,7261,7,7926,0.3135251,0.95798635,58173.312
7262,7262,7,7924,0.24747603,0.95784956,58119.816
7263,7263,7,7925,0.50536275,0.9563407,57551.633
7264,7264,7,7926,0.5842796,0.95584154,58595.242
7265,7265,7,10214,0.36312905,0.9548659,55671.035
7266,7266,7,10214,0.6690816,0.9575093,55724.41
7267,7267,7,10215,0.3690651,0.95428294,55790.6
7268,7268,7,10212,0.8280454,0.95652175,55852.605
7269,7269,7,10214,0.37331113,0.9554533,56124.977
7270,7270,7,7037,0.533466,0.9556629,53927.656
7271,7271,7,7037,0.58021885,0.95637345,53755.008
7272,7272,7,7037,0.5937189,0.95807874,53525.64
7273,7273,7,7037,0.3188859,0.9539577,53208.918
7274,7274,7,7037,0.7815831,0.9552366,53547.312
7275,7275,7,2396,0.47161937,0.9590985,47143.496
7276,7276,7,2396,0.6594324,0.9607679,47161.484
7277,7277,7,2396,0.89649415,0.9599332,46821.21
7278,7278,7,2394,0.47869673,0.9598997,46438.23
7279,7279,7,1852,0.77321815,0.94708425,49376.492
7280,7280,7,1852,0.5296976,0.95302373,49985.438
7281,7281,7,1853,0.8920669,0.94765246,49461.3
7282,7282,7,1853,0.6848354,0.9487318,50405.258
7283,7283,7,1763,0.8979013,0.95632446,49738.902
7284,7284,7,1762,0.8172531,0.9568672,50534.996
7285,7285,7,1761,0.57921636,0.95911413,49904.355
7286,7286,7,1762,0.6430193,0.9557321,50512.99
7287,7287,7,2727,0.66116613,0.96259624,52440.113
7288,7288,7,2726,0.5264123,0.9545121,52286.855
7289,7289,7,2727,0.81078106,0.96369636,52952.35
7290,7290,7,2727,0.71947193,0.9614962,53117.23
7291,7291,7,3534,0.7408036,0.97170347,53230.35
7292,7292,7,3533,0.32720068,0.9714124,53107.59
7293,7293,7,3533,0.7526182,0.9651854,53033.023
7294,7294,7,3533,0.5086329,0.97112936,52368.72
7295,7295,7,4600,0.48108697,0.9569565,53966.023
7296,7296,7,4599,0.63883454,0.95281583,53802.11
7297,7297,7,4599,0.32507068,0.9565123,53572.348
7298,7298,7,4598,0.48564592,0.9567203,54534.043
7299,7299,7,3426,0.46876824,0.9570928,50897.93
7300,7300,7,3428,0.42619604,0.95332557,50453.09
7301,7301,7,3426,0.647986,0.95271456,50832.17
7302,7302,7,3426,0.6882662,0.9524227,50772.297
7303,7303,7,4032,0.5359623,0.9593254,52397.113
7304,7304,7,4033,0.5787255,0.96107113,52438.65
7305,7305,7,4032,0.6889881,0.9600694,52382.668
7306,7306,7,4031,0.57578766,0.95981145,52666.535
7307,7307,7,2401,0.43481883,0.9454394,49971.758
7308,7308,7,2401,0.5710121,0.9466889,50208.098
7309,7309,7,2401,0.58309036,0.9462724,50483.34
7310,7310,7,2401,0.6913786,0.94377345,50442.17
7311,7311,7,1187,0.8323505,0.95871943,40679.23
7312,7312,7,1187,0.89637744,0.96461666,39295.58
7313,7313,7,888,0.8367117,0.9425676,53521.195
7314,7314,7,888,0.6418919,0.9583333,53814.527
7315,7315,7,1240,0.80725807,0.9403226,48768.93
7316,7316,7,1240,0.8572581,0.94435483,48712.645
7317,7317,7,1240,0.8830645,0.9467742,47780.92
7318,7318,7,1177,0.9150382,0.95412064,46506.96
7319,7319,7,1177,0.64995754,0.9592183,46320.723
7320,7320,7,1177,0.9192863,0.94392526,45332.02
7321,7321,7,863,0.83777523,0.9501738,56480.26
7322,7322,7,863,0.8841252,0.9606025,55280.613
7323,7323,7,1708,0.734192,0.94964874,51163.332
7324,7324,7,1708,0.84016395,0.9590164,50854.12
7325,7325,7,1708,0.66627634,0.9455503,50932.23
7326,7326,7,4945,0.3692619,0.948635,51216.273
7327,7327,7,4945,0.82790697,0.94479275,51729.387
7328,7328,7,4945,0.8473205,0.94823056,51175.28
7329,7329,7,4945,0.6905966,0.9480283,51344.703
7330,7330,7,4945,0.7330637,0.95005053,51818.266
7331,7331,7,5381,0.65675527,0.95837206,51935.99
7332,7332,7,5381,0.75748,0.95837206,51573.746
7333,7333,7,5381,0.7868426,0.96041626,52035.99
7334,7334,7,5381,0.76101094,0.9591154,51961.688
7335,7335,7,5381,0.45270395,0.96264637,52171.15
7336,7336,7,3151,0.9244684,0.9473183,49921.773
7337,7337,7,3151,0.7845129,0.94351,49174.605
7338,7338,7,3151,0.7251666,0.947001,50278.812
7339,7339,7,3151,0.82608694,0.95239604,50040.066
7340,7340,7,3151,0.93271977,0.94953984,49814.05
7341,7341,7,10683,0.55948704,0.94842273,51964.934
7342,7342,7,10684,0.81523776,0.9480532,51716.703
7343,7343,7,10682,0.9173376,0.9509455,51596.16
7344,7344,7,10684,0.6037065,0.95235866,51686.496
7345,7345,7,10683,0.6916596,0.952167,51972.9
7346,7346,7,1492,0.7727882,0.9604558,48281.18
7347,7347,7,1492,0.5663539,0.9624665,48778.492
7348,7348,7,988,0.90789473,0.9635627,45638.58
7349,7349,7,988,0.6791498,0.9574899,45572.332
7350,7350,7,1598,0.5801001,0.97309136,46479.707
7351,7351,7,1598,0.7740926,0.97684604,46974.926
7352,7352,7,68,0.44117647,0.9852941,62939.94
7353,7353,7,69,0.6086956,0.92753625,57935.492
7354,7354,7,1306,0.6225115,0.9686064,48444.29
7355,7355,7,1307,0.6908952,0.95562357,48859.918
7356,7356,7,5734,0.88332754,0.9461109,48889.535
7357,7357,7,5734,0.93425184,0.9489013,48765.36
7358,7358,7,5734,0.9267527,0.9482037,48816.215
7359,7359,7,5734,0.8460063,0.9471573,48929.074
7360,7360,7,5733,0.8847026,0.94627595,48942.152
7361,7361,7,144,0.7708333,0.9583333,47696.062
7362,7362,7,144,0.7986111,0.9513889,49439.957
7363,7363,7,144,0.8958333,0.9652778,47697.67
7364,7364,7,144,0.9652778,0.9791667,49177.766
7365,7365,7,144,0.5069444,0.9652778,48607.734
7366,7366,7,5893,0.85202783,0.5075513,49117.082
7367,7367,7,5893,0.9100628,0.5114543,48981.055
7368,7368,7,5893,0.6675717,0.51196337,48570.81
7369,7369,7,5893,0.85830647,0.50958765,48613.496
7370,7370,7,5892,0.49134418,0.5079769,49040.07
7371,7371,7,61,0.9836066,0.9508197,57009.56
7372,7372,7,61,0.9672131,0.9508197,54865.836
7373,7373,7,61,0.9672131,0.9672131,57397.805
7374,7374,7,61,0.44262296,0.9508197,56540.426
7375,7375,7,61,0.90163934,0.91803277,60623.883
7376,7376,7,179,0.877095,0.9162011,59641.87
7377,7377,7,179,0.3463687,0.9385475,56407.69
7378,7378,7,179,0.66480446,0.93296087,57465.05
7379,7379,7,179,0.8044693,0.9497207,58873.37
7380,7380,7,179,0.6815643,0.94413406,59267.844
7381,7381,7,2511,0.80326563,0.9322979,50531.6
7382,7382,7,2511,0.9048188,0.9330944,50544.984
7383,7383,7,2511,0.6634807,0.9307049,49752.227
7384,7384,7,2511,0.8490641,0.9358821,50273.934
7385,7385,7,2511,0.8156113,0.93349266,50091.418
7386,7386,7,12916,0.6178383,0.95346856,52877.137
7387,7387,7,12916,0.75851655,0.95176524,52706.984
7388,7388,7,12916,0.54250544,0.9513781,52729.863
7389,7389,7,12916,0.4536234,0.95269436,52543.4
7390,7390,7,12916,0.61690927,0.9524621,52922.758
7391,7391,7,13639,0.6684508,0.9357724,52678.195
7392,7392,7,13638,0.8383194,0.93518114,52737.33
7393,7393,7,13638,0.8804077,0.93620765,52623.336
7394,7394,7,13637,0.6528562,0.93642294,52640.54
7395,7395,7,13637,0.8922784,0.93781626,52637.227
7396,7396,7,6853,0.19232453,0.9619145,54659.484
7397,7397,7,6851,0.8045541,0.96277916,54568.387
7398,7398,7,6852,0.71190894,0.9608873,54439.32
7399,7399,7,6852,0.59092236,0.9610333,54306.78
7400,7400,7,6854,0.37073243,0.96221185,54372.99
7401,7401,7,16938,0.5690164,0.9398394,54478.61
7402,7402,7,16938,0.2149014,0.94426733,54143.16
7403,7403,7,16935,0.5246531,0.94160026,54095.746
7404,7404,7,16936,0.4469178,0.94402456,54130.613
7405,7405,7,16936,0.7482877,0.9431389,54477.883
7406,7406,7,2911,0.8182755,0.94057024,49603.773
7407,7407,7,2910,0.46185568,0.9443299,49621.41
7408,7408,7,2910,0.81271476,0.94570446,49263.52
7409,7409,7,2910,0.8109966,0.94570446,49954.023
7410,7410,7,2910,0.86975944,0.9419244,50003.938
7411,7411,7,2996,0.59646195,0.947263,50324.777
7412,7412,7,2996,0.7299733,0.94993323,50387.992
7413,7413,7,2996,0.77803737,0.94993323,50433.035
7414,7414,7,2996,0.799733,0.94893193,50792.168
7415,7415,7,2996,0.7583445,0.9519359,50928.766
7416,7416,7,3294,0.8752277,0.95142686,50827.504
7417,7417,7,3294,0.4159077,0.95233756,51670.277
7418,7418,7,3294,0.73891926,0.9505161,51571.766
7419,7419,7,3294,0.52701885,0.9559806,51208.594
7420,7420,7,3294,0.7908318,0.9493018,51214.387
7421,7421,7,13273,0.36653358,0.94620657,56098.31
